date,count,rate,wd15cd,wd15nm,lad15cd,lad15nm
2017-02-01,40,0.8,E05000821,Bowdon,E08000009,Trafford
2017-02-01,100,1.1,E05000822,Broadheath,E08000009,Trafford
2017-02-01,45,0.7,E05000823,Brooklands,E08000009,Trafford
2017-02-01,205,3.2,E05000824,Bucklow-St Martins,E08000009,Trafford
2017-02-01,305,3.8,E05000825,Clifford,E08000009,Trafford
2017-02-01,65,1.1,E05000826,Davyhulme East,E08000009,Trafford
2017-02-01,80,1.3,E05000827,Davyhulme West,E08000009,Trafford
2017-02-01,55,0.8,E05000828,Flixton,E08000009,Trafford
2017-02-01,215,2.7,E05000829,Gorse Hill,E08000009,Trafford
2017-02-01,30,0.6,E05000830,Hale Barns,E08000009,Trafford
2017-02-01,35,0.6,E05000831,Hale Central,E08000009,Trafford
2017-02-01,200,2.5,E05000832,Longford,E08000009,Trafford
2017-02-01,70,0.9,E05000833,Priory,E08000009,Trafford
2017-02-01,160,2.2,E05000834,St Mary's,E08000009,Trafford
2017-02-01,120,1.8,E05000835,Sale Moor,E08000009,Trafford
2017-02-01,180,2.4,E05000836,Stretford,E08000009,Trafford
2017-02-01,40,0.6,E05000837,Timperley,E08000009,Trafford
2017-02-01,115,1.6,E05000838,Urmston,E08000009,Trafford
2017-02-01,120,1.8,E05000839,Village,E08000009,Trafford
2017-02-01,305,3,E05000840,Abram,E08000010,Wigan
2017-02-01,135,1.8,E05000841,Ashton,E08000010,Wigan
2017-02-01,165,2.1,E05000842,Aspull New Springs Whelley,E08000010,Wigan
2017-02-01,95,1.3,E05000843,Astley Mosley Common,E08000010,Wigan
2017-02-01,230,3,E05000844,Atherleigh,E08000010,Wigan
2017-02-01,360,3.8,E05000845,Atherton,E08000010,Wigan
2017-02-01,140,2,E05000846,Bryn,E08000010,Wigan
2017-02-01,340,3.9,E05000847,Douglas,E08000010,Wigan
2017-02-01,140,1.9,E05000848,Golborne and Lowton West,E08000010,Wigan
2017-02-01,240,2.8,E05000849,Hindley,E08000010,Wigan
2017-02-01,95,1.4,E05000850,Hindley Green,E08000010,Wigan
2017-02-01,400,4.5,E05000851,Ince,E08000010,Wigan
2017-02-01,270,3.4,E05000852,Leigh East,E08000010,Wigan
2017-02-01,270,3,E05000853,Leigh South,E08000010,Wigan
2017-02-01,435,4.4,E05000854,Leigh West,E08000010,Wigan
2017-02-01,105,1.3,E05000855,Lowton East,E08000010,Wigan
2017-02-01,85,1.2,E05000856,Orrell,E08000010,Wigan
2017-02-01,390,4.3,E05000857,Pemberton,E08000010,Wigan
2017-02-01,100,1.4,E05000858,Shevington with Lower Ground,E08000010,Wigan
2017-02-01,80,1.1,E05000859,Standish with Langtree,E08000010,Wigan
2017-02-01,240,2.5,E05000860,Tyldesley,E08000010,Wigan
2017-02-01,255,3.3,E05000861,Wigan Central,E08000010,Wigan
2017-02-01,210,2.5,E05000862,Wigan West,E08000010,Wigan
2017-02-01,65,0.9,E05000863,Winstanley,E08000010,Wigan
2017-02-01,245,3.3,E05000864,Worsley Mesnes,E08000010,Wigan
2017-03-01,150,1.7,E05000650,Astley Bridge,E08000001,Bolton
2017-03-01,155,2.4,E05000651,Bradshaw,E08000001,Bolton
2017-03-01,415,4.9,E05000652,Breightmet,E08000001,Bolton
2017-03-01,75,0.9,E05000653,Bromley Cross,E08000001,Bolton
2017-03-01,430,4.2,E05000654,Crompton,E08000001,Bolton
2017-03-01,520,5.1,E05000655,Farnworth,E08000001,Bolton
2017-03-01,440,4.7,E05000656,Great Lever,E08000001,Bolton
2017-03-01,630,6.9,E05000657,Halliwell,E08000001,Bolton
2017-03-01,330,3.8,E05000658,Harper Green,E08000001,Bolton
2017-03-01,60,0.8,E05000659,Heaton and Lostock,E08000001,Bolton
2017-03-01,140,1.7,E05000660,Horwich and Blackrod,E08000001,Bolton
2017-03-01,175,2.3,E05000661,Horwich North East,E08000001,Bolton
2017-03-01,230,2.7,E05000662,Hulton,E08000001,Bolton
2017-03-01,230,2.4,E05000663,Kearsley,E08000001,Bolton
2017-03-01,165,2.1,E05000664,Little Lever and Darcy Lever,E08000001,Bolton
2017-03-01,540,5.2,E05000665,Rumworth,E08000001,Bolton
2017-03-01,280,3.1,E05000666,Smithills,E08000001,Bolton
2017-03-01,425,5,E05000667,Tonge with the Haulgh,E08000001,Bolton
2017-03-01,100,1.1,E05000668,Westhoughton North and Chew Moor,E08000001,Bolton
2017-03-01,170,2,E05000669,Westhoughton South,E08000001,Bolton
2017-03-01,205,3,E05000670,Besses,E08000002,Bury
2017-03-01,140,2.4,E05000671,Church,E08000002,Bury
2017-03-01,330,4.6,E05000672,East,E08000002,Bury
2017-03-01,180,2.4,E05000673,Elton,E08000002,Bury
2017-03-01,155,2.1,E05000674,Holyrood,E08000002,Bury
2017-03-01,340,4.4,E05000675,Moorside,E08000002,Bury
2017-03-01,50,0.9,E05000676,North Manor,E08000002,Bury
2017-03-01,70,1.2,E05000677,Pilkington Park,E08000002,Bury
2017-03-01,245,3.3,E05000678,Radcliffe East,E08000002,Bury
2017-03-01,155,2.2,E05000679,Radcliffe North,E08000002,Bury
2017-03-01,240,3.1,E05000680,Radcliffe West,E08000002,Bury
2017-03-01,110,1.5,E05000681,Ramsbottom,E08000002,Bury
2017-03-01,215,2.8,E05000682,Redvales,E08000002,Bury
2017-03-01,170,2.6,E05000683,St Mary's,E08000002,Bury
2017-03-01,130,1.7,E05000684,Sedgley,E08000002,Bury
2017-03-01,65,1.1,E05000685,Tottington,E08000002,Bury
2017-03-01,115,2,E05000686,Unsworth,E08000002,Bury
2017-03-01,350,2.4,E05000687,Ancoats and Clayton,E08000003,Manchester
2017-03-01,440,3.1,E05000688,Ardwick,E08000003,Manchester
2017-03-01,330,3.4,E05000689,Baguley,E08000003,Manchester
2017-03-01,445,3.5,E05000690,Bradford,E08000003,Manchester
2017-03-01,230,2.4,E05000691,Brooklands,E08000003,Manchester
2017-03-01,230,2.4,E05000692,Burnage,E08000003,Manchester
2017-03-01,370,4,E05000693,Charlestown,E08000003,Manchester
2017-03-01,465,2.8,E05000694,Cheetham,E08000003,Manchester
2017-03-01,125,1.2,E05000695,Chorlton,E08000003,Manchester
2017-03-01,220,2,E05000696,Chorlton Park,E08000003,Manchester
2017-03-01,65,0.3,E05000697,City Centre,E08000003,Manchester
2017-03-01,390,3.5,E05000698,Crumpsall,E08000003,Manchester
2017-03-01,115,1.1,E05000699,Didsbury East,E08000003,Manchester
2017-03-01,105,1.1,E05000700,Didsbury West,E08000003,Manchester
2017-03-01,240,2,E05000701,Fallowfield,E08000003,Manchester
2017-03-01,445,4.1,E05000702,Gorton North,E08000003,Manchester
2017-03-01,455,3.3,E05000703,Gorton South,E08000003,Manchester
2017-03-01,605,4.8,E05000704,Harpurhey,E08000003,Manchester
2017-03-01,275,3.1,E05000705,Higher Blackley,E08000003,Manchester
2017-03-01,370,2.3,E05000706,Hulme,E08000003,Manchester
2017-03-01,250,2.1,E05000707,Levenshulme,E08000003,Manchester
2017-03-01,340,3.1,E05000708,Longsight,E08000003,Manchester
2017-03-01,495,5,E05000709,Miles Platting and Newton Heath,E08000003,Manchester
2017-03-01,545,3.7,E05000710,Moss Side,E08000003,Manchester
2017-03-01,310,3.2,E05000711,Moston,E08000003,Manchester
2017-03-01,265,2.7,E05000712,Northenden,E08000003,Manchester
2017-03-01,245,2.1,E05000713,Old Moat,E08000003,Manchester
2017-03-01,310,2.8,E05000714,Rusholme,E08000003,Manchester
2017-03-01,400,3.7,E05000715,Sharston,E08000003,Manchester
2017-03-01,315,2.8,E05000716,Whalley Range,E08000003,Manchester
2017-03-01,145,1.2,E05000717,Withington,E08000003,Manchester
2017-03-01,325,3.6,E05000718,Woodhouse Park,E08000003,Manchester
2017-03-01,430,5.3,E05000719,Alexandra,E08000004,Oldham
2017-03-01,160,2.3,E05000720,Chadderton Central,E08000004,Oldham
2017-03-01,145,2.1,E05000721,Chadderton North,E08000004,Oldham
2017-03-01,185,2.6,E05000722,Chadderton South,E08000004,Oldham
2017-03-01,480,5.9,E05000723,Coldhurst,E08000004,Oldham
2017-03-01,115,1.8,E05000724,Crompton,E08000004,Oldham
2017-03-01,135,2,E05000725,Failsworth East,E08000004,Oldham
2017-03-01,185,3,E05000726,Failsworth West,E08000004,Oldham
2017-03-01,255,3.7,E05000727,Hollinwood,E08000004,Oldham
2017-03-01,250,2.9,E05000728,Medlock Vale,E08000004,Oldham
2017-03-01,110,1.8,E05000729,Royton North,E08000004,Oldham
2017-03-01,130,1.9,E05000730,Royton South,E08000004,Oldham
2017-03-01,70,1.2,E05000731,Saddleworth North,E08000004,Oldham
2017-03-01,60,1,E05000732,Saddleworth South,E08000004,Oldham
2017-03-01,125,1.8,E05000733,Saddleworth West and Lees,E08000004,Oldham
2017-03-01,265,3.5,E05000734,St James',E08000004,Oldham
2017-03-01,390,4.4,E05000735,St Mary's,E08000004,Oldham
2017-03-01,150,2.4,E05000736,Shaw,E08000004,Oldham
2017-03-01,310,3.9,E05000737,Waterhead,E08000004,Oldham
2017-03-01,325,4.1,E05000738,Werneth,E08000004,Oldham
2017-03-01,290,4.4,E05000739,Balderstone and Kirkholt,E08000005,Rochdale
2017-03-01,120,2.1,E05000740,Bamford,E08000005,Rochdale
2017-03-01,175,2.9,E05000741,Castleton,E08000005,Rochdale
2017-03-01,505,7.1,E05000742,Central Rochdale,E08000005,Rochdale
2017-03-01,195,2.9,E05000743,East Middleton,E08000005,Rochdale
2017-03-01,120,1.8,E05000744,Healey,E08000005,Rochdale
2017-03-01,245,3.2,E05000745,Hopwood Hall,E08000005,Rochdale
2017-03-01,325,4.2,E05000746,Kingsway,E08000005,Rochdale
2017-03-01,90,1.6,E05000747,Littleborough Lakeside,E08000005,Rochdale
2017-03-01,385,5.1,E05000748,Milkstone and Deeplish,E08000005,Rochdale
2017-03-01,100,1.5,E05000749,Milnrow and Newhey,E08000005,Rochdale
2017-03-01,55,0.9,E05000750,Norden,E08000005,Rochdale
2017-03-01,205,3,E05000751,North Heywood,E08000005,Rochdale
2017-03-01,190,2.8,E05000752,North Middleton,E08000005,Rochdale
2017-03-01,290,4,E05000753,Smallbridge and Firgrove,E08000005,Rochdale
2017-03-01,145,2.4,E05000754,South Middleton,E08000005,Rochdale
2017-03-01,210,3.1,E05000755,Spotland and Falinge,E08000005,Rochdale
2017-03-01,80,1.2,E05000756,Wardle and West Littleborough,E08000005,Rochdale
2017-03-01,225,3.1,E05000757,West Heywood,E08000005,Rochdale
2017-03-01,270,3.6,E05000758,West Middleton,E08000005,Rochdale
2017-03-01,285,3.5,E05000759,Barton,E08000006,Salford
2017-03-01,50,0.9,E05000760,Boothstown and Ellenbrook,E08000006,Salford
2017-03-01,550,5.7,E05000761,Broughton,E08000006,Salford
2017-03-01,125,1.8,E05000762,Cadishead,E08000006,Salford
2017-03-01,75,1.1,E05000763,Claremont,E08000006,Salford
2017-03-01,160,2.1,E05000764,Eccles,E08000006,Salford
2017-03-01,115,2,E05000765,Irlam,E08000006,Salford
2017-03-01,325,3.2,E05000766,Irwell Riverside,E08000006,Salford
2017-03-01,165,2.2,E05000767,Kersal,E08000006,Salford
2017-03-01,470,4.9,E05000768,Langworthy,E08000006,Salford
2017-03-01,425,5.1,E05000769,Little Hulton,E08000006,Salford
2017-03-01,285,1.9,E05000770,Ordsall,E08000006,Salford
2017-03-01,245,2.7,E05000771,Pendlebury,E08000006,Salford
2017-03-01,175,2.5,E05000772,Swinton North,E08000006,Salford
2017-03-01,135,1.9,E05000773,Swinton South,E08000006,Salford
2017-03-01,305,3.9,E05000774,Walkden North,E08000006,Salford
2017-03-01,105,1.7,E05000775,Walkden South,E08000006,Salford
2017-03-01,235,2.8,E05000776,Weaste and Seedley,E08000006,Salford
2017-03-01,255,3.1,E05000777,Winton,E08000006,Salford
2017-03-01,35,0.6,E05000778,Worsley,E08000006,Salford
2017-03-01,80,1,E05000779,Bramhall North,E08000007,Stockport
2017-03-01,40,0.6,E05000780,Bramhall South and Woodford,E08000007,Stockport
2017-03-01,135,1.6,E05000781,Bredbury and Woodley,E08000007,Stockport
2017-03-01,170,2.1,E05000782,Bredbury Green and Romiley,E08000007,Stockport
2017-03-01,655,6.3,E05000783,Brinnington and Central,E08000007,Stockport
2017-03-01,100,1.1,E05000784,Cheadle and Gatley,E08000007,Stockport
2017-03-01,120,1.5,E05000785,Cheadle Hulme North,E08000007,Stockport
2017-03-01,80,1,E05000786,Cheadle Hulme South,E08000007,Stockport
2017-03-01,285,2.9,E05000787,Davenport and Cale Green,E08000007,Stockport
2017-03-01,260,2.7,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
2017-03-01,110,1.3,E05000789,Hazel Grove,E08000007,Stockport
2017-03-01,95,1.3,E05000790,Heald Green,E08000007,Stockport
2017-03-01,155,1.8,E05000791,Heatons North,E08000007,Stockport
2017-03-01,145,1.6,E05000792,Heatons South,E08000007,Stockport
2017-03-01,195,2.2,E05000793,Manor,E08000007,Stockport
2017-03-01,75,1.1,E05000794,Marple North,E08000007,Stockport
2017-03-01,80,1.3,E05000795,Marple South,E08000007,Stockport
2017-03-01,175,2,E05000796,Offerton,E08000007,Stockport
2017-03-01,215,2.3,E05000797,Reddish North,E08000007,Stockport
2017-03-01,190,2.1,E05000798,Reddish South,E08000007,Stockport
2017-03-01,75,1,E05000799,Stepping Hill,E08000007,Stockport
2017-03-01,220,3.2,E05000800,Ashton Hurst,E08000008,Tameside
2017-03-01,240,3.1,E05000801,Ashton St Michael's,E08000008,Tameside
2017-03-01,170,2.4,E05000802,Ashton Waterloo,E08000008,Tameside
2017-03-01,145,1.9,E05000803,Audenshaw,E08000008,Tameside
2017-03-01,145,2,E05000804,Denton North East,E08000008,Tameside
2017-03-01,190,2.9,E05000805,Denton South,E08000008,Tameside
2017-03-01,90,1.3,E05000806,Denton West,E08000008,Tameside
2017-03-01,165,2.2,E05000807,Droylsden East,E08000008,Tameside
2017-03-01,155,2.2,E05000808,Droylsden West,E08000008,Tameside
2017-03-01,245,3.1,E05000809,Dukinfield,E08000008,Tameside
2017-03-01,170,2.5,E05000810,Dukinfield Stalybridge,E08000008,Tameside
2017-03-01,215,2.9,E05000811,Hyde Godley,E08000008,Tameside
2017-03-01,315,3.5,E05000812,Hyde Newton,E08000008,Tameside
2017-03-01,170,2.4,E05000813,Hyde Werneth,E08000008,Tameside
2017-03-01,170,2.8,E05000814,Longdendale,E08000008,Tameside
2017-03-01,170,2.3,E05000815,Mossley,E08000008,Tameside
2017-03-01,415,4.9,E05000816,St Peter's,E08000008,Tameside
2017-03-01,295,3.7,E05000817,Stalybridge North,E08000008,Tameside
2017-03-01,185,2.6,E05000818,Stalybridge South,E08000008,Tameside
2017-03-01,90,1.2,E05000819,Altrincham,E08000009,Trafford
2017-03-01,60,1,E05000820,Ashton upon Mersey,E08000009,Trafford
2017-03-01,45,0.9,E05000821,Bowdon,E08000009,Trafford
2017-03-01,95,1.1,E05000822,Broadheath,E08000009,Trafford
2017-03-01,45,0.7,E05000823,Brooklands,E08000009,Trafford
2017-03-01,215,3.4,E05000824,Bucklow-St Martins,E08000009,Trafford
2017-03-01,320,4,E05000825,Clifford,E08000009,Trafford
2017-03-01,65,1.1,E05000826,Davyhulme East,E08000009,Trafford
2017-03-01,75,1.2,E05000827,Davyhulme West,E08000009,Trafford
2017-03-01,50,0.7,E05000828,Flixton,E08000009,Trafford
2017-03-01,240,3,E05000829,Gorse Hill,E08000009,Trafford
2017-03-01,30,0.6,E05000830,Hale Barns,E08000009,Trafford
2017-03-01,35,0.6,E05000831,Hale Central,E08000009,Trafford
2017-03-01,210,2.6,E05000832,Longford,E08000009,Trafford
2017-03-01,70,0.9,E05000833,Priory,E08000009,Trafford
2017-03-01,155,2.1,E05000834,St Mary's,E08000009,Trafford
2017-03-01,115,1.7,E05000835,Sale Moor,E08000009,Trafford
2017-03-01,180,2.4,E05000836,Stretford,E08000009,Trafford
2017-03-01,40,0.6,E05000837,Timperley,E08000009,Trafford
2017-03-01,120,1.6,E05000838,Urmston,E08000009,Trafford
2017-03-01,115,1.7,E05000839,Village,E08000009,Trafford
2017-03-01,320,3.2,E05000840,Abram,E08000010,Wigan
2017-03-01,135,1.8,E05000841,Ashton,E08000010,Wigan
2017-03-01,165,2,E05000842,Aspull New Springs Whelley,E08000010,Wigan
2017-03-01,105,1.5,E05000843,Astley Mosley Common,E08000010,Wigan
2017-03-01,230,3,E05000844,Atherleigh,E08000010,Wigan
2017-03-01,365,3.9,E05000845,Atherton,E08000010,Wigan
2017-03-01,160,2.3,E05000846,Bryn,E08000010,Wigan
2017-03-01,355,4.1,E05000847,Douglas,E08000010,Wigan
2017-03-01,160,2.2,E05000848,Golborne and Lowton West,E08000010,Wigan
2017-03-01,250,3,E05000849,Hindley,E08000010,Wigan
2017-03-01,110,1.6,E05000850,Hindley Green,E08000010,Wigan
2017-03-01,405,4.6,E05000851,Ince,E08000010,Wigan
2017-03-01,275,3.5,E05000852,Leigh East,E08000010,Wigan
2017-03-01,280,3.1,E05000853,Leigh South,E08000010,Wigan
2017-03-01,460,4.7,E05000854,Leigh West,E08000010,Wigan
2017-03-01,100,1.3,E05000855,Lowton East,E08000010,Wigan
2017-03-01,85,1.2,E05000856,Orrell,E08000010,Wigan
2017-03-01,395,4.3,E05000857,Pemberton,E08000010,Wigan
2017-03-01,95,1.4,E05000858,Shevington with Lower Ground,E08000010,Wigan
2017-03-01,80,1.1,E05000859,Standish with Langtree,E08000010,Wigan
2017-03-01,250,2.6,E05000860,Tyldesley,E08000010,Wigan
2017-03-01,285,3.7,E05000861,Wigan Central,E08000010,Wigan
2017-03-01,210,2.5,E05000862,Wigan West,E08000010,Wigan
2017-03-01,55,0.7,E05000863,Winstanley,E08000010,Wigan
2017-03-01,240,3.1,E05000864,Worsley Mesnes,E08000010,Wigan
2017-04-01,160,1.8,E05000650,Astley Bridge,E08000001,Bolton
2017-04-01,170,2.6,E05000651,Bradshaw,E08000001,Bolton
2017-04-01,425,5,E05000652,Breightmet,E08000001,Bolton
2017-04-01,70,0.8,E05000653,Bromley Cross,E08000001,Bolton
2017-04-01,455,4.4,E05000654,Crompton,E08000001,Bolton
2017-04-01,545,5.3,E05000655,Farnworth,E08000001,Bolton
2017-04-01,435,4.6,E05000656,Great Lever,E08000001,Bolton
2017-04-01,670,7.4,E05000657,Halliwell,E08000001,Bolton
2017-04-01,325,3.7,E05000658,Harper Green,E08000001,Bolton
2017-04-01,65,0.8,E05000659,Heaton and Lostock,E08000001,Bolton
2017-04-01,135,1.7,E05000660,Horwich and Blackrod,E08000001,Bolton
2017-04-01,150,2,E05000661,Horwich North East,E08000001,Bolton
2017-04-01,235,2.7,E05000662,Hulton,E08000001,Bolton
2017-04-01,225,2.4,E05000663,Kearsley,E08000001,Bolton
2017-04-01,160,2.1,E05000664,Little Lever and Darcy Lever,E08000001,Bolton
2017-04-01,555,5.4,E05000665,Rumworth,E08000001,Bolton
2017-04-01,290,3.2,E05000666,Smithills,E08000001,Bolton
2017-04-01,430,5,E05000667,Tonge with the Haulgh,E08000001,Bolton
2017-04-01,115,1.3,E05000668,Westhoughton North and Chew Moor,E08000001,Bolton
2017-04-01,185,2.2,E05000669,Westhoughton South,E08000001,Bolton
2017-04-01,195,2.9,E05000670,Besses,E08000002,Bury
2017-04-01,135,2.3,E05000671,Church,E08000002,Bury
2017-04-01,320,4.5,E05000672,East,E08000002,Bury
2017-04-01,175,2.4,E05000673,Elton,E08000002,Bury
2017-04-01,155,2.2,E05000674,Holyrood,E08000002,Bury
2017-04-01,360,4.7,E05000675,Moorside,E08000002,Bury
2017-04-01,60,1.1,E05000676,North Manor,E08000002,Bury
2017-04-01,80,1.4,E05000677,Pilkington Park,E08000002,Bury
2017-04-01,260,3.5,E05000678,Radcliffe East,E08000002,Bury
2017-04-01,160,2.3,E05000679,Radcliffe North,E08000002,Bury
2017-04-01,235,3.1,E05000680,Radcliffe West,E08000002,Bury
2017-04-01,115,1.5,E05000681,Ramsbottom,E08000002,Bury
2017-04-01,230,3,E05000682,Redvales,E08000002,Bury
2017-04-01,165,2.6,E05000683,St Mary's,E08000002,Bury
2017-04-01,135,1.8,E05000684,Sedgley,E08000002,Bury
2017-04-01,65,1.1,E05000685,Tottington,E08000002,Bury
2017-04-01,115,2,E05000686,Unsworth,E08000002,Bury
2017-04-01,350,2.4,E05000687,Ancoats and Clayton,E08000003,Manchester
2017-04-01,420,2.9,E05000688,Ardwick,E08000003,Manchester
2017-04-01,350,3.6,E05000689,Baguley,E08000003,Manchester
2017-04-01,445,3.5,E05000690,Bradford,E08000003,Manchester
2017-04-01,240,2.5,E05000691,Brooklands,E08000003,Manchester
2017-04-01,250,2.5,E05000692,Burnage,E08000003,Manchester
2017-04-01,360,3.9,E05000693,Charlestown,E08000003,Manchester
2017-04-01,475,2.9,E05000694,Cheetham,E08000003,Manchester
2017-04-01,130,1.3,E05000695,Chorlton,E08000003,Manchester
2017-04-01,215,1.9,E05000696,Chorlton Park,E08000003,Manchester
2017-04-01,65,0.3,E05000697,City Centre,E08000003,Manchester
2017-04-01,380,3.5,E05000698,Crumpsall,E08000003,Manchester
2017-04-01,110,1.1,E05000699,Didsbury East,E08000003,Manchester
2017-04-01,105,1.1,E05000700,Didsbury West,E08000003,Manchester
2017-04-01,260,2.1,E05000701,Fallowfield,E08000003,Manchester
2017-04-01,460,4.2,E05000702,Gorton North,E08000003,Manchester
2017-04-01,465,3.4,E05000703,Gorton South,E08000003,Manchester
2017-04-01,615,4.9,E05000704,Harpurhey,E08000003,Manchester
2017-04-01,290,3.2,E05000705,Higher Blackley,E08000003,Manchester
2017-04-01,360,2.3,E05000706,Hulme,E08000003,Manchester
2017-04-01,255,2.1,E05000707,Levenshulme,E08000003,Manchester
2017-04-01,355,3.2,E05000708,Longsight,E08000003,Manchester
2017-04-01,515,5.2,E05000709,Miles Platting and Newton Heath,E08000003,Manchester
2017-04-01,555,3.8,E05000710,Moss Side,E08000003,Manchester
2017-04-01,300,3.1,E05000711,Moston,E08000003,Manchester
2017-04-01,265,2.8,E05000712,Northenden,E08000003,Manchester
2017-04-01,245,2.1,E05000713,Old Moat,E08000003,Manchester
2017-04-01,310,2.8,E05000714,Rusholme,E08000003,Manchester
2017-04-01,400,3.6,E05000715,Sharston,E08000003,Manchester
2017-04-01,320,2.8,E05000716,Whalley Range,E08000003,Manchester
2017-04-01,140,1.2,E05000717,Withington,E08000003,Manchester
2017-04-01,330,3.6,E05000718,Woodhouse Park,E08000003,Manchester
2017-04-01,435,5.3,E05000719,Alexandra,E08000004,Oldham
2017-04-01,160,2.3,E05000720,Chadderton Central,E08000004,Oldham
2017-04-01,135,2,E05000721,Chadderton North,E08000004,Oldham
2017-04-01,170,2.5,E05000722,Chadderton South,E08000004,Oldham
2017-04-01,495,6.1,E05000723,Coldhurst,E08000004,Oldham
2017-04-01,120,1.9,E05000724,Crompton,E08000004,Oldham
2017-04-01,135,2,E05000725,Failsworth East,E08000004,Oldham
2017-04-01,185,2.9,E05000726,Failsworth West,E08000004,Oldham
2017-04-01,275,3.9,E05000727,Hollinwood,E08000004,Oldham
2017-04-01,245,2.9,E05000728,Medlock Vale,E08000004,Oldham
2017-04-01,105,1.8,E05000729,Royton North,E08000004,Oldham
2017-04-01,125,1.9,E05000730,Royton South,E08000004,Oldham
2017-04-01,65,1.1,E05000731,Saddleworth North,E08000004,Oldham
2017-04-01,60,1,E05000732,Saddleworth South,E08000004,Oldham
2017-04-01,120,1.8,E05000733,Saddleworth West and Lees,E08000004,Oldham
2017-04-01,265,3.5,E05000734,St James',E08000004,Oldham
2017-04-01,365,4.1,E05000735,St Mary's,E08000004,Oldham
2017-04-01,165,2.6,E05000736,Shaw,E08000004,Oldham
2017-04-01,295,3.7,E05000737,Waterhead,E08000004,Oldham
2017-04-01,320,4,E05000738,Werneth,E08000004,Oldham
2017-04-01,280,4.3,E05000739,Balderstone and Kirkholt,E08000005,Rochdale
